Transaction_ID,Employee_ID,Amount,Location,Timestamp
TX1432,EMP04,89.49,Stafford,2026-06-03 10:24:00
TX1433,EMP03,20.79,Houston,2026-06-03 10:31:00
TX1434,EMP02,97.49,Sugar Land,2026-06-03 10:38:00
TX1435,EMP14,70.18,Katy,2026-06-03 10:45:00
TX1436,EMP10,48.88,Houston,2026-06-03 10:52:00
TX1437,EMP06,94.07,Houston,2026-06-03 10:59:00
TX1438,EMP07,44.7,Sugar Land,2026-06-03 11:06:00
TX1439,EMP10,45.82,Katy,2026-06-03 11:13:00
TX1440,EMP06,46.81,The Woodlands,2026-06-03 11:20:00
TX1441,EMP05,52.3,Katy,2026-06-03 11:27:00
TX1442,EMP08,17.28,Sugar Land,2026-06-03 11:34:00
TX1443,EMP04,86.4,The Woodlands,2026-06-03 11:41:00
TX1444,EMP08,43.26,The Woodlands,2026-06-03 11:48:00
TX1445,EMP14,78.14,The Woodlands,2026-06-03 11:55:00
TX1446,EMP11,52.39,Sugar Land,2026-06-03 12:02:00
TX1447,EMP02,115.65,The Woodlands,2026-06-03 12:09:00
TX1448,EMP13,61.82,Sugar Land,2026-06-03 12:16:00
TX1449,EMP14,16.75,Katy,2026-06-03 12:23:00
TX1450,EMP13,98.08,Houston,2026-06-03 12:30:00
TX1451,EMP07,63.47,Stafford,2026-06-03 12:37:00
TX1452,EMP04,82.04,The Woodlands,2026-06-03 12:44:00
TX1453,EMP14,106.12,The Woodlands,2026-06-03 12:51:00
TX1454,EMP08,62.41,Sugar Land,2026-06-03 12:58:00
TX1455,EMP06,34.36,Sugar Land,2026-06-03 13:05:00
TX1456,EMP14,91.04,Houston,2026-06-03 13:12:00
TX1457,EMP03,67.93,Sugar Land,2026-06-03 13:19:00
TX1458,EMP12,58.24,Stafford,2026-06-03 13:26:00
TX1459,EMP10,67.15,Sugar Land,2026-06-03 13:33:00
TX1460,EMP10,63.99,Stafford,2026-06-03 13:40:00
TX1461,EMP02,58.35,Stafford,2026-06-03 13:47:00
TX1462,EMP10,77.89,Sugar Land,2026-06-03 13:54:00
TX1463,EMP10,62.6,Sugar Land,2026-06-03 14:01:00
TX1464,EMP01,130.53,Sugar Land,2026-06-03 14:08:00
TX1465,EMP01,22.32,Stafford,2026-06-03 14:15:00
TX1466,EMP02,19.58,Katy,2026-06-03 14:22:00
TX1467,EMP05,75.21,Houston,2026-06-03 14:29:00
TX1468,EMP14,34.39,Sugar Land,2026-06-03 14:36:00
TX1469,EMP01,109.46,The Woodlands,2026-06-03 14:43:00
TX1470,EMP14,141.4,Sugar Land,2026-06-03 14:50:00
TX1471,EMP14,142.0,Stafford,2026-06-03 14:57:00
TX1472,EMP09,73.84,The Woodlands,2026-06-03 15:04:00
TX1473,EMP09,108.26,Stafford,2026-06-03 15:11:00
TX1474,EMP05,94.44,The Woodlands,2026-06-03 15:18:00
TX1475,EMP12,69.82,Sugar Land,2026-06-03 15:25:00
TX1476,EMP09,132.37,The Woodlands,2026-06-03 15:32:00
TX1477,EMP09,136.49,Houston,2026-06-03 15:39:00
TX1478,EMP08,100.13,The Woodlands,2026-06-03 15:46:00
TX1479,EMP12,21.98,Katy,2026-06-03 15:53:00
TX1480,EMP11,139.08,The Woodlands,2026-06-03 16:00:00
TX1481,EMP02,31.95,Katy,2026-06-03 16:07:00
TX1482,EMP01,47.43,The Woodlands,2026-06-03 16:14:00
TX1483,EMP10,72.9,Stafford,2026-06-03 16:21:00
TX1484,EMP02,118.66,The Woodlands,2026-06-03 16:28:00
TX1485,EMP07,57.39,Houston,2026-06-03 16:35:00
TX1486,EMP01,136.3,Houston,2026-06-03 16:42:00
TX1487,EMP13,25.44,Stafford,2026-06-03 16:49:00
TX1488,EMP04,33.61,Stafford,2026-06-03 16:56:00
TX1489,EMP13,25.42,The Woodlands,2026-06-03 17:03:00
TX1490,EMP13,85.64,Stafford,2026-06-03 17:10:00
TX2491,EMP02,15450.0,Houston,2026-06-03 14:22:00
TX2492,EMP05,950.0,Katy,2026-06-03 15:45:00
TX2493,EMP09,-120.0,Sugar Land,2026-06-03 16:10:00
TX2494,EMP12,11000.0,Stafford,2026-06-03 17:01:00
TX2495,EMP99,75.0,The Woodlands,2026-06-03 18:00:00
TX2496,EMP04,MALFORMED_STRING,Houston,ERROR_DATE
TX2497,EMP06,NULL,Sugar Land,NaN
TX2498,EMP11,,Katy,2026-06-03 19:12:00
